,song_name,main_artist,artist_count,released_year,released_month,released_day,streams,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
591,before you go,lewis capaldi,1,2019,11,1,1608045237,112,Major,45,19,60,63,0,9,6
592,sky,playboi carti,1,2020,12,25,506778838,140,Major,79,56,91,26,0,13,21
593,rolling in the deep,adele,1,2010,11,29,1472799873,105,Major,73,52,76,13,0,5,3
594,sobrio,maluma,1,2021,7,8,513643924,178,Major,76,63,77,14,0,15,22
595,peru,ed sheeran,2,2021,12,23,261286503,108,Minor,96,71,42,57,0,8,9
596,favorite crime,olivia rodrigo,1,2021,5,21,783706581,173,Major,40,19,29,86,0,34,4
597,thunder,prezioso,3,2021,5,7,422691058,101,Major,67,40,90,3,0,34,6
598,the business,tiï¿½ï¿,1,2020,1,1,1062345656,120,Minor,80,24,62,41,2,11,23
599,positions,ariana grande,1,2020,10,23,1252563873,144,Major,73,66,80,44,0,9,12
600,i wanna be your slave,mï¿½ï¿½ne,1,2021,3,19,851070493,133,Major,75,96,61,0,0,18,4
601,vai lï¿½ï¿½ em casa,marï¿½ï¿½lia mendonï¿½ï¿½a,2,2021,10,22,263894529,158,Minor,46,62,83,53,0,97,28
602,the feels,twice,1,2021,10,1,345903614,120,Major,81,92,90,9,0,8,7
603,heartbreak anniversary,giveon,1,2020,2,21,951637566,129,Major,61,59,46,56,0,13,5
604,no lie,sean paul,2,2016,11,18,956865266,102,Major,74,45,89,5,0,26,13
605,out out,charli xcx,4,2021,8,13,427486004,124,Minor,79,79,84,2,0,5,5
606,pope is a rockstar,sales,1,2016,4,20,156658366,90,Minor,73,31,45,85,24,11,3
607,2055,sleepy hallow,1,2021,4,14,624515457,161,Minor,78,65,52,46,0,12,31
608,bored,billie eilish,1,2017,3,30,777765388,120,Major,60,11,33,90,0,8,5
609,happier than ever - edit,billie eilish,1,2021,7,28,412795151,81,Major,45,12,57,7,0,23,3
610,astronaut in the ocean,masked wolf,1,2019,1,1,1138474110,150,Minor,78,47,70,18,0,15,9
611,ley seca,anuel aa,2,2021,9,2,355219175,105,Major,76,58,84,10,0,13,10
612,every summertime,niki,1,2021,8,10,290228626,79,Major,63,76,67,38,0,6,4
613,talking to the moon,bruno mars,1,2010,10,4,1062956628,146,Minor,52,7,61,51,0,11,3
614,you broke me first,tate mcrae,1,2020,4,17,1180094974,124,Major,64,8,37,79,0,9,5
615,the nights,avicii,1,2014,1,1,1456081449,126,Major,53,66,85,2,0,24,4
617,way 2 sexy,drake,3,2021,9,3,489945871,136,Minor,80,33,60,0,0,32,14
618,cï¿½ï¿½,rauw alejandro,1,2021,6,25,465959382,102,Minor,77,26,63,58,0,11,5
619,enemy - from the series arcane league of legends,imagine dragons,3,2021,10,27,1223481149,77,Major,73,54,74,23,0,41,23
620,dance monkey,tones and i,1,2019,5,10,2864791672,98,Minor,82,54,59,69,0,18,10
621,lucid dreams,juice wrld,1,2017,6,15,2288695111,84,Minor,44,22,48,38,0,33,24
622,quï¿½ï¿½ mï¿½ï¿,j balvin,2,2021,1,28,720825549,102,Major,89,77,82,3,0,17,11
623,all of me,john legend,1,2013,8,1,2086124197,120,Major,42,33,26,92,0,13,3
624,smells like teen spirit - remastered 2021,nirvana,1,1991,9,10,1690192927,117,Major,52,73,91,0,0,11,7
625,arcade,duncan laurence,1,2019,3,7,991336132,72,Minor,45,27,33,82,0,14,4
626,fair trade,drake,2,2021,9,3,593917618,168,Major,67,29,47,5,0,22,26
627,bar,tini,2,2021,11,11,200972675,94,Major,52,68,69,13,0,33,8
628,the rumbling,sim,1,2022,1,10,71014967,145,Major,41,65,88,0,0,26,5
629,family ties,kendrick lamar,2,2021,8,27,560222750,134,Major,71,14,61,1,0,23,33
630,mr. brightside,the killers,1,2003,9,23,1806617704,148,Major,35,24,93,0,0,10,8
631,blessed-cursed,enhypen,1,2022,1,10,77337771,127,Minor,60,40,89,9,0,60,6
632,am remix,j balvin,3,2021,6,24,528544703,172,Minor,74,79,66,11,0,8,16
633,streets,doja cat,1,2019,11,7,865640097,90,Major,75,19,46,21,4,34,8
634,shallow,lady gaga,2,2018,9,27,2159346687,96,Major,57,30,40,38,0,26,3
635,polaroid love,enhypen,1,2022,1,10,211372494,138,Minor,74,65,67,46,0,36,4
636,leave before you love me,marshmello,2,2021,4,28,651732901,120,Major,72,67,72,0,0,13,4
637,permission to dance,bts,1,2021,7,9,608334048,125,Major,70,65,74,1,0,34,4
638,friday,riton,4,2021,1,15,863756573,123,Major,82,80,86,1,0,30,13
639,rapstar,polo g,1,2021,4,9,797402345,81,Major,79,44,54,41,0,13,24
640,'till i collapse,eminem,2,2002,5,26,1695712020,171,Major,55,10,85,7,0,8,20
641,memories,maroon 5,1,2019,9,20,1759567999,91,Major,77,60,32,84,0,8,5
642,se le ve,arcangel,8,2021,8,12,223319934,84,Minor,56,61,76,10,0,14,11
643,25k jacket,gunna,2,2022,1,7,54937991,115,Minor,90,74,54,16,0,13,28
644,when iï¿½ï¿½ï¿½m gone,katy perry,2,2021,12,29,226897599,125,Major,69,70,89,4,0,49,3
645,esqueï¿½ï¿½a-me se for c,marï¿½ï¿½lia mendonï¿½ï¿½a,2,2021,10,14,258316038,122,Minor,80,62,69,28,0,13,7
646,miï¿½ï¿½n,tini,2,2021,4,29,596152090,92,Major,85,92,54,16,0,29,7
647,sï¿½ï¿½,anuel aa,3,2021,11,18,177129919,90,Minor,63,75,75,17,0,11,8
648,mamiii,karol g,2,2022,2,10,716591492,94,Minor,84,90,70,9,0,14,8
649,still d.r.e.,dr. dre,2,1999,1,1,1210599487,93,Major,81,53,78,18,0,6,24
650,stay alive,jung kook,1,2022,2,11,246376690,130,Minor,51,50,76,30,0,10,7
651,boyfriend,dove cameron,1,2022,2,11,496311364,180,Minor,35,23,61,23,0,19,6
652,the joker and the queen,ed sheeran,2,2022,2,11,146789379,134,Major,53,31,31,92,0,28,3
653,the next episode,dr. dre,2,1999,1,1,843309044,95,Minor,92,31,89,3,0,8,25
654,light switch,charlie puth,1,2022,1,19,500340342,184,Major,69,91,63,11,0,9,31
655,city of gods,kanye west,3,2022,2,11,107255472,147,Minor,47,50,80,10,0,32,38
656,brividi,mahmood,2,2022,2,2,135079152,123,Major,52,44,60,40,0,26,3
657,lost,frank ocean,1,2012,1,1,822239726,123,Minor,91,49,61,3,0,17,22
658,in da club,50 cent,1,2002,1,1,1202722675,90,Minor,90,79,71,26,0,7,37
659,she's all i wanna be,tate mcrae,1,2022,2,4,343197054,160,Minor,61,65,64,1,0,12,4
660,ginseng strip 2002,yung lean,1,2013,8,16,240769997,115,Major,60,37,71,8,0,48,4
661,all for us - from the hbo original series euphoria,labrinth,2,2019,8,4,426204830,141,Major,37,17,67,2,0,34,9
662,notion,the rare occasions,1,2016,8,5,421135627,160,Major,31,30,88,7,0,8,8
663,formula,labrinth,1,2019,10,4,554875730,145,Major,57,23,66,4,6,15,4
664,mount everest,labrinth,1,2019,6,21,467727006,89,Minor,46,43,43,23,8,8,22
665,excuses,intense,3,2020,7,24,327498031,95,Minor,84,49,72,8,0,15,8
666,cigarettes,juice wrld,1,2021,12,10,185408548,160,Major,60,47,62,3,0,38,4
667,cayï¿½ï¿½ la noche,quevedo,7,2022,1,14,245400167,174,Minor,67,74,75,44,0,7,30
668,california love - original version,dr. dre,3,1995,12,28,579395142,92,Major,77,76,84,3,0,38,4
669,forgot about dre,eminem,2,1999,1,1,675039469,134,Major,93,61,74,9,0,17,8
670,down under,luude,2,2021,11,19,252871192,172,Minor,31,4,86,1,0,28,17
671,mujeriego,ryan castro,1,2021,12,17,231996128,80,Major,76,92,62,6,0,8,13
672,humble.,kendrick lamar,1,2017,3,30,1929770265,150,Minor,91,42,60,0,0,9,12
673,stan,eminem,2,1999,11,21,918915401,80,Minor,78,53,74,4,0,45,21
674,contection,godzz__-,2,2020,1,16,1180896317,166,Minor,81,83,75,14,0,29,34
675,swim,chase atlantic,1,2017,10,4,498960285,120,Major,67,8,54,27,0,8,4
676,a tu merced,bad bunny,1,2020,2,29,685071800,92,Major,86,89,79,17,0,11,6
677,numb little bug,em beihold,1,2022,1,28,258714692,85,Minor,74,61,52,30,0,26,9
678,212,mainstreet,2,2022,1,15,143139338,154,Minor,79,86,52,66,0,9,7
679,problemï¿½,alvaro diaz,2,2021,10,22,209768491,92,Minor,73,37,74,28,0,14,6
680,bussin,nicki minaj,2,2022,2,11,64714573,140,Major,89,75,70,6,0,13,5
681,worst day,future,1,2022,2,11,50746620,89,Major,65,60,60,11,0,10,40
682,malvada,zï¿½ï¿½ fe,1,2022,1,28,154119539,135,Minor,89,89,86,16,0,8,5
683,hrs and hrs,muni long,1,2021,11,19,181328253,140,Minor,51,66,53,60,0,11,18
684,alien blues,vundabar,1,2015,7,24,370068639,82,Major,47,44,76,8,91,9,3
685,thinking out loud,ed sheeran,1,2014,1,1,2280566092,79,Major,78,58,45,47,0,18,3
686,still don't know my name,labrinth,1,2019,10,4,563902868,88,Major,31,31,63,47,27,21,12
687,christmas tree,v,1,2021,12,24,317622165,139,Major,44,18,38,70,0,12,4
688,mal feito - ao vivo,marï¿½ï¿½lia mendonï¿½ï¿½a,2,2022,1,14,291709698,124,Minor,73,68,83,55,0,90,7
689,when i r.i.p.,labrinth,1,2019,10,4,203680270,80,Minor,39,45,55,73,0,9,21
690,do we have a problem?,nicki minaj,2,2022,2,4,81350745,120,Minor,84,54,51,47,0,12,40
691,forever,labrinth,1,2019,10,4,282883169,80,Minor,56,19,46,92,72,11,3
692,gospel,eminem,2,2022,2,4,64787943,117,Major,92,62,86,11,0,24,24
693,seï¿½ï¿½o,shawn mendes,2,2019,6,19,2484812918,117,Minor,76,77,52,4,0,8,3
694,new magic wand,tyler,2,2019,5,16,461437791,140,Minor,62,46,73,10,0,67,11
695,adore you,harry styles,1,2019,12,6,1439191367,99,Major,68,57,77,2,0,10,5
696,la santa,daddy yankee,2,2020,2,29,759208783,93,Major,74,59,87,3,0,8,5
697,something in the way - remastered 2021,nirvana,1,1991,9,24,368646862,106,Major,44,8,20,74,42,11,3
698,sweetest pie,dua lipa,2,2022,3,11,299634472,124,Major,81,68,63,17,0,10,22
699,bam bam,camila cabello,2,2022,3,4,756907987,95,Major,76,96,70,18,0,33,4
700,una noche en medellï¿½,cris mj,1,2022,1,21,682475162,96,Minor,87,82,53,10,0,5,8
701,envolver,anitta,1,2021,11,11,546191065,92,Minor,81,40,73,15,0,9,8
702,starlight,dave,1,2022,3,3,229473310,124,Major,95,36,37,35,0,10,28
703,hati-hati di jalan,tulus,1,2022,3,3,202677468,72,Major,64,76,44,70,9,12,4
704,"i'm tired - from ""euphoria"" an original hbo series",labrinth,1,2022,2,4,121913181,71,Minor,28,26,20,19,0,30,3
705,danï¿½ï¿½a,mc pedrinho,2,2022,2,1,208166039,135,Minor,78,55,57,4,0,10,8
706,yo voy,zion & lennox,1,2004,5,4,527033089,95,Major,81,56,70,4,0,5,24
707,"residente: bzrp music sessions, vol. 49",residente,2,2022,3,3,94616487,71,Minor,59,70,74,56,0,11,40
708,jordan,ryan castro,1,2021,4,30,394030335,180,Minor,80,71,68,6,0,10,37
709,nail tech,jack harlow,1,2022,2,18,193443895,150,Minor,65,11,58,0,0,12,9
710,chale,eden muï¿½ï,1,2022,2,18,299648208,189,Major,55,86,44,40,0,7,4
711,darari,treasure,1,2022,2,15,182978249,85,Major,72,55,64,49,0,7,4
712,ya no somos ni seremos,christian nodal,1,2022,2,18,319757142,140,Major,59,73,45,44,0,34,3
713,thinking with my dick,kevin gates,2,2013,7,16,109091573,81,Major,77,68,70,6,0,17,20
714,freaky deaky,tyga,2,2022,2,25,153240879,104,Minor,80,24,65,2,0,9,4
715,this is what falling in love feels like,jvke,1,2021,9,3,346127840,129,Major,42,33,44,62,0,8,6
716,la zona,bad bunny,1,2020,2,29,312622938,94,Minor,76,81,80,20,0,25,4
717,bohemian rhapsody - remastered 2011,queen,1,1975,10,31,2197010679,71,Minor,41,23,40,27,0,30,5
718,hope,xxxtentacion,1,2018,3,16,1200808494,146,Minor,59,23,46,66,0,15,6
720,wake me up - radio edit,avicii,1,2013,1,1,1970673297,124,Major,53,66,78,0,0,16,5
721,"jealousy, jealousy",olivia rodrigo,1,2021,5,21,665765558,164,Minor,70,71,58,24,0,7,13
722,monï¿½ï¿½y so,yeat,1,2021,9,10,263779030,138,Major,69,35,57,12,0,10,9
723,demasiadas mujeres,c. tangana,1,2020,10,8,339473453,126,Minor,67,37,46,13,0,10,39
724,something just like this,the chainsmokers,2,2017,2,22,2204080728,103,Minor,61,47,65,3,0,17,4
725,closer,the chainsmokers,2,2016,5,31,2591224264,95,Major,75,64,52,41,0,11,3
726,o.o,nmixx,1,2022,2,22,135444283,200,Minor,39,28,77,4,0,6,29
727,somebody that i used to know,gotye,2,2011,1,1,1457139296,129,Major,86,75,52,54,0,10,4
728,tom's diner,annenmaykantereit,2,2019,6,28,236872197,98,Minor,68,33,43,38,0,36,14
729,first class,jack harlow,1,2022,4,8,694525298,107,Major,91,32,56,3,0,11,10
730,plan a,paulo londra,1,2022,3,23,240661097,174,Major,58,56,83,5,0,7,4
731,fuera del mercado,danny ocean,1,2022,2,17,421365166,92,Major,45,27,67,32,0,13,14
732,x ï¿½ï¿½ltima,daddy yankee,2,2022,3,25,349746291,90,Major,81,59,83,9,0,11,5
733,when you're gone,shawn mendes,1,2022,3,31,255120451,147,Major,60,58,69,2,0,58,4
734,in my head,lil tjay,1,2022,4,1,190981339,143,Major,68,41,55,16,0,10,12
735,wait a minute!,willow,1,2015,1,11,924193303,101,Minor,76,63,71,3,0,10,3
736,love dive,ive,1,2022,4,5,305771063,118,Minor,70,54,71,0,0,33,4
737,pantysito,feid,3,2022,3,18,273005485,98,Minor,83,63,74,14,0,16,6
738,chance,paulo londra,1,2022,4,6,89566512,138,Minor,72,22,46,24,0,9,6
739,cool for the summer,demi lovato,1,2015,1,1,677389855,114,Minor,59,30,62,1,0,8,4
740,psychofreak,camila cabello,2,2022,4,7,75476209,180,Minor,63,45,64,34,0,9,8
741,angel baby,troye sivan,1,2021,9,9,408843328,145,Major,56,41,57,1,0,13,3
742,vampiro,matuï¿½ï¿½,3,2022,1,30,187772591,115,Minor,78,63,64,1,0,7,4
743,si quieren frontear,de la ghetto,3,2022,3,31,178512385,82,Major,79,48,84,13,0,21,23
744,right on,lil baby,1,2022,4,8,101780047,166,Major,70,22,61,2,0,10,34
745,me arrepentï¿,ak4:20,3,2022,3,30,118381354,92,Major,86,91,79,29,0,60,16
746,that's hilarious,charlie puth,1,2022,4,8,146363130,108,Major,71,55,44,74,0,11,6
747,soy el unico,yahritza y su esencia,1,2022,3,25,126443991,84,Minor,71,63,45,45,0,11,3
748,rumbatï¿½,daddy yankee,1,2022,3,25,157990698,95,Minor,69,90,91,6,0,35,4
749,sentadona,luï¿½ï¿½sa sonza,4,2022,3,17,176290831,135,Minor,93,77,45,25,0,13,27
750,falling,harry styles,1,2019,12,13,1023187129,110,Major,57,6,27,84,0,9,3
751,sigue,ed sheeran,2,1996,11,24,106933107,88,Major,89,59,64,5,0,19,7
752,fim de semana no rio,teto,1,2022,3,30,139193812,119,Minor,87,28,50,12,0,10,10
753,maniac,stray kids,1,2022,3,18,212234990,120,Major,58,71,80,15,0,7,41
754,there's nothing holdin' me back,shawn mendes,1,2016,9,23,1714490998,122,Major,86,97,80,36,0,9,6
755,idgaf,blackbear,2,2022,3,18,197643795,98,Major,78,83,75,41,0,27,8
756,golden,harry styles,1,2019,12,13,807015863,140,Minor,45,25,84,21,0,13,6
757,get lucky - radio edit,pharrell williams,3,2013,1,1,933815613,116,Minor,79,87,81,4,0,10,4
758,ain't shit,doja cat,1,2021,6,25,499710590,124,Major,86,62,49,51,0,35,21
759,"nobody like u - from ""turning red""",jordan fisher,6,2022,2,25,120847157,105,Minor,91,73,72,13,0,9,15
760,still life,bigbang,1,2022,4,5,53909146,118,Major,68,24,58,44,0,6,3
761,photograph,ed sheeran,1,2014,6,20,2236667932,108,Major,61,20,38,61,0,10,5
762,love yourself,justin bieber,1,2015,11,9,2123309722,100,Major,61,53,38,84,0,28,44
763,n95,kendrick lamar,1,2022,5,13,301242089,140,Minor,81,39,66,38,0,12,14
765,die hard,kendrick lamar,3,2022,5,13,237351106,101,Minor,78,40,74,36,0,17,27
766,despuï¿½ï¿½s de la p,bad bunny,1,2022,5,6,461558540,78,Major,56,61,90,36,0,18,31
767,un ratito,bad bunny,1,2022,5,6,417230415,93,Minor,79,22,55,31,0,12,5
768,united in grief,kendrick lamar,1,2022,5,13,156898322,87,Major,52,32,83,24,0,17,43
769,father time,kendrick lamar,2,2022,5,13,127309180,153,Minor,55,50,78,19,0,11,35
770,yo no soy celoso,bad bunny,1,2022,5,6,313113297,142,Major,87,93,59,28,0,17,5
771,rich spirit,kendrick lamar,1,2022,5,13,173702135,96,Minor,85,41,43,39,0,12,21
772,cooped up,post malone,2,2022,5,12,271666301,125,Major,50,39,78,4,0,11,33
773,me fui de vacaciones,bad bunny,1,2022,5,6,305650299,85,Major,71,43,65,23,0,9,5
774,silent hill,kendrick lamar,2,2022,5,13,123216717,140,Minor,92,78,57,46,0,14,9
775,la corriente,tony dize,2,2022,5,6,479655659,196,Minor,66,58,79,23,0,22,20
776,count me out,kendrick lamar,1,2022,5,13,126191104,134,Major,78,51,43,69,0,14,9
777,andrea,buscabulla,2,2022,5,6,344055883,103,Minor,80,45,62,76,0,10,38
778,dos mil 16,bad bunny,1,2022,5,6,338422004,130,Major,82,50,67,12,0,13,5
779,we cry together,kendrick lamar,2,2022,5,13,68895644,108,Major,65,52,69,31,0,8,36
780,savior,kendrick lamar,3,2022,5,13,86176890,123,Major,61,66,71,53,0,32,46
781,un coco,bad bunny,1,2022,5,6,403231558,152,Major,84,74,69,21,0,18,6
782,otro atardecer,bad bunny,2,2022,5,6,319546754,108,Major,78,55,60,59,0,7,4
783,worldwide steppers,kendrick lamar,1,2022,5,13,61739839,72,Minor,56,56,47,76,0,8,36
784,aguacero,bad bunny,1,2022,5,6,283359161,121,Minor,86,67,65,42,0,35,7
785,purple hearts,kendrick lamar,3,2022,5,13,76831876,138,Minor,57,71,82,19,0,15,29
786,un verano sin ti,bad bunny,1,2022,5,6,283332261,188,Minor,50,41,50,69,0,12,6
787,ultra solo,polima westcoast,2,2022,2,14,307752576,110,Major,80,26,85,23,0,11,21
788,ensï¿½ï¿½ï¿½ï¿½ame,bad bunny,1,2022,5,6,279737940,105,Major,81,77,79,19,0,47,8
789,el apagï¿½,bad bunny,1,2022,5,6,212351890,118,Major,63,60,70,5,0,9,31
790,callaita,bad bunny,2,2019,5,31,1304313953,176,Major,61,24,62,60,0,24,31
791,dua lipa,jack harlow,1,2022,5,6,150500965,158,Major,83,41,65,0,10,11,8
792,agosto,bad bunny,1,2022,5,6,246127838,115,Minor,85,72,58,9,0,49,12
793,house of memories,panic! at the disco,1,2016,1,15,582863434,110,Minor,51,48,82,0,0,5,3
794,mr. morale,kendrick lamar,2,2022,5,13,58687425,174,Major,73,26,54,30,0,34,32
795,that that,psy,2,2022,4,29,212109195,130,Major,91,91,96,3,0,3,9
796,in the stars,benson boone,1,2022,4,29,382199619,78,Major,36,30,54,34,0,14,5
797,rich - interlude,kendrick lamar,1,2022,5,13,41210087,104,Major,44,74,42,88,0,9,9
798,supermodel,mï¿½ï¿½ne,1,2022,5,13,231657891,121,Major,64,80,88,0,0,12,6
799,stefania,kalush,1,2022,3,10,53729194,105,Major,83,32,82,14,0,12,4
800,thousand miles,the kid laroi,1,2022,4,22,244741137,81,Major,38,20,66,9,0,9,8
801,crown,kendrick lamar,1,2022,5,13,42485571,170,Minor,37,14,24,80,0,11,4
802,auntie diaries,kendrick lamar,1,2022,5,13,37778188,78,Major,43,60,38,76,1,48,38
803,puffin on zootiez,future,1,2022,4,29,254218729,125,Major,88,28,66,6,0,13,31
804,mirror,kendrick lamar,1,2022,5,13,53603447,92,Minor,66,29,65,23,0,8,7
805,beautiful girl,luciano,1,2022,4,22,160035717,140,Minor,84,61,42,31,0,9,9
806,"paulo londra: bzrp music sessions, vol. 23",bizarrap,2,2022,4,25,164163229,96,Major,61,32,90,25,0,10,9
807,savior - interlude,kendrick lamar,1,2022,5,13,37091576,118,Minor,66,83,43,84,0,19,19
808,pasoori,shae gill,2,2022,2,6,284249832,92,Minor,71,67,60,7,0,6,4
809,mother i sober,kendrick lamar,2,2022,5,13,33381454,140,Minor,49,50,37,87,0,11,35
810,tus lï¿½ï¿½gr,sech,2,2022,4,1,184622518,174,Major,68,45,71,18,0,11,25
811,where did you go?,mnek,2,2022,1,26,300983101,127,Major,77,53,78,19,0,29,4
812,i tried to tell y'all,ugly dray,2,2022,5,6,121077868,96,Major,71,37,52,62,0,11,36
813,honest,justin bieber,2,2022,4,29,106919680,150,Minor,82,82,66,13,0,11,6
814,zoom,jessi,1,2022,4,13,136996305,100,Major,87,46,60,1,0,13,16
815,slomo,chanel,1,2021,12,24,65719930,105,Minor,73,59,81,13,0,9,6
816,fearless,le sserafim,1,2022,5,2,229497852,104,Major,86,43,62,5,0,13,14
817,10 things i hate about you,leah kate,1,2022,3,23,185550869,154,Major,54,45,79,1,0,17,5
818,space man,sam ryder,1,2022,2,22,54682594,80,Major,47,33,83,18,0,10,5
819,with you,ha sung woon,2,2022,4,24,240580042,150,Major,53,14,43,64,0,13,3
820,iris,the goo goo dolls,1,1998,3,31,1284942608,156,Minor,32,49,72,0,0,9,4
821,the heart part 5,kendrick lamar,1,2022,5,8,71423324,98,Minor,76,79,81,18,0,6,34
822,san lucas,kevin kaarl,1,2019,11,7,244891912,92,Major,58,27,36,86,0,9,3
823,this love,taylor swift,1,2022,5,6,132171975,144,Major,47,7,50,32,0,7,4
824,good looking,suki waterhouse,1,2017,10,20,184706613,150,Major,37,27,56,8,0,13,3
825,flowers,lauren spencer smith,1,2021,8,9,184826429,138,Major,70,31,44,84,0,9,39
826,yet to come,bts,1,2022,6,10,302006641,172,Major,56,68,89,4,0,33,19
827,run bts,bts,1,2022,6,10,330881149,77,Major,72,70,82,2,0,4,17
828,music for a sushi restaurant,harry styles,1,2022,5,20,334733572,107,Major,72,36,72,26,6,11,4
829,matilda,harry styles,1,2022,5,20,366214458,114,Major,51,39,29,90,0,10,4
830,for youth,bts,1,2022,6,10,114546317,117,Major,63,29,51,43,0,25,4
831,daylight,harry styles,1,2022,5,20,290833204,146,Major,69,63,45,48,0,18,4
832,vegas,doja cat,1,2022,5,6,448500832,160,Minor,80,74,60,8,0,14,26
833,cash in cash out,pharrell williams,4,2022,6,10,136676504,120,Major,88,15,56,1,0,8,6
834,potion,calvin harris,3,2022,5,27,190625045,100,Minor,82,76,70,16,0,8,5
835,born singer,bts,1,2022,6,10,79095270,158,Minor,60,68,84,4,0,24,11
836,little freak,harry styles,1,2022,5,20,273194684,142,Major,56,40,54,72,0,10,4
837,la llevo al cielo,nengo flow,4,2022,5,20,333146475,170,Minor,80,77,85,11,0,17,14
838,true love,kanye west,2,2022,5,27,194902696,84,Minor,71,39,86,2,0,51,25
839,satellite,harry styles,1,2022,5,20,311482393,139,Major,58,30,46,14,0,9,3
840,pass the dutchie,musical youth,1,1982,1,1,195918494,151,Major,73,88,67,20,0,32,5
841,"villano antillano: bzrp music sessions, vol. 51",bizarrap,2,2022,6,8,248511839,128,Minor,82,42,75,6,0,63,6
842,love of my life,harry styles,1,2022,5,20,233671263,118,Major,56,20,54,67,0,6,5
843,grapejuice,harry styles,1,2022,5,20,199587884,183,Major,65,88,72,36,14,20,3
844,so good,halsey,1,2022,6,9,91781263,83,Minor,63,29,62,4,0,18,4
845,belly dancer,byor,2,2022,2,18,383835984,122,Major,85,42,80,6,0,17,14
846,keep driving,harry styles,1,2022,5,20,236060709,165,Major,72,90,48,32,0,18,23
847,cinema,harry styles,1,2022,5,20,189236868,106,Minor,83,90,64,35,5,9,4
848,die young,sleepy hallow,2,2022,5,25,160845341,77,Major,81,68,58,83,0,11,34
849,only love can hurt like this,paloma faith,1,2014,1,1,588955257,91,Major,57,30,89,10,0,33,8
850,hold my hand,lady gaga,1,2022,5,3,238350348,148,Major,51,21,63,5,0,41,3
851,daydreaming,harry styles,1,2022,5,20,187703102,114,Minor,71,90,81,31,2,13,3
852,numb,marshmello,2,2022,6,10,295307001,120,Minor,91,63,77,12,1,10,5
853,nos comemos,ozuna,2,2022,6,2,138334433,92,Major,83,56,82,10,0,9,5
854,me and your mama,childish gambino,1,2016,11,10,445590495,118,Major,56,25,45,1,3,7,3
855,crazy what love can do,david guetta,3,2022,3,18,286739476,123,Minor,60,46,71,3,0,16,4
856,slow dancing in the dark,joji,1,2018,9,12,1122364376,89,Major,52,28,48,54,1,19,3
857,antes de perderte,duki,1,2022,6,2,157136970,110,Minor,81,61,93,49,0,12,11
858,boyfriends,harry styles,1,2022,5,20,137070925,118,Major,42,32,20,94,0,11,4
859,295,sidhu moose wala,1,2021,5,15,183273246,90,Minor,68,54,76,21,0,11,20
860,tak ingin usai,keisya levronka,1,2022,5,13,184807630,130,Major,49,14,40,82,0,11,3
861,en el radio un cochinero,victor cibrian,1,2022,5,13,164856284,154,Minor,70,97,62,47,0,10,4
862,master of puppets,metallica,1,1986,3,3,704171068,105,Minor,54,59,83,0,44,20,4
863,break my soul,beyoncï¿,1,2022,6,21,354614964,115,Minor,70,87,88,4,0,26,8
864,ultra solo remix,de la ghetto,5,2022,6,16,279717388,110,Major,91,59,82,8,0,6,8
865,massive,drake,1,2022,6,17,195628667,125,Minor,51,5,68,12,2,15,6
866,betty,yung gravy,1,2022,6,10,221752937,102,Major,73,62,75,0,0,34,8
867,ojos marrones,lasso,1,2022,2,6,263280370,120,Minor,81,72,65,4,0,14,4
868,pop!,nayeon,1,2022,6,24,213505179,97,Major,80,36,86,4,0,3,5
869,layla,schï¿½ï¿½rze,2,2022,3,24,130419412,140,Minor,44,41,92,0,0,44,7
870,more,j-hope,1,2022,7,1,155795783,97,Major,78,31,72,1,0,11,4
871,sweet child o' mine,guns n' roses,1,1987,1,1,1553497987,125,Major,45,67,90,9,11,10,5
872,last last,burna boy,1,2022,5,12,293466523,88,Minor,80,55,56,13,0,8,9
874,sticky,drake,1,2022,6,17,191448892,137,Minor,88,8,49,9,0,9,14
875,hot shit,kanye west,3,2022,7,1,85924992,157,Major,88,52,69,0,0,8,23
876,ai preto,l7nnon,3,2022,6,3,176103902,130,Major,95,83,57,54,0,10,25
877,la loto,anitta,3,2022,7,6,121189256,90,Major,85,80,83,10,0,8,11
878,die first,nessa barrett,1,2022,6,24,131746175,183,Minor,44,44,67,7,0,12,13
879,afraid to feel,lf system,1,2022,5,2,244790012,128,Major,58,68,91,2,0,27,11
880,baile no morro,mc vitin da igrejinha,3,2022,6,10,129314708,130,Minor,71,78,40,46,0,7,45
881,cï¿½ï¿½mo dormi,rels b,1,2022,8,4,331511413,126,Major,63,56,43,24,0,12,23
882,bad decisions,snoop dogg,3,2022,8,5,219196651,120,Major,77,94,87,2,0,23,12
883,staying alive,drake,3,2022,8,5,170732845,130,Minor,72,18,46,7,0,28,8
884,caile,luar la l,1,2020,12,18,273914335,122,Major,70,46,76,30,0,9,45
885,si te la encuentras por ahï¿,feid,1,2022,8,5,179061440,172,Minor,74,46,58,15,0,13,8
886,givenchy,duki,1,2022,7,20,185236961,103,Major,61,38,62,14,0,23,40
887,alien superstar,beyoncï¿,1,2022,7,29,171788484,122,Minor,55,46,64,0,0,17,10
888,mary on a cross,ghost,1,2019,9,13,387080183,130,Major,47,56,90,0,0,10,4
889,attention,newjeans,1,2022,8,1,264717480,105,Minor,81,70,65,24,0,8,4
890,the shade,rex orange county,1,2022,3,11,244928911,120,Major,90,73,51,39,0,9,6
