Draw Date,WinningNumbers1,WinningNumbers2,WinningNumbers3,WinningNumbers4,WinningNumbers5,Mega Ball,Multiplier
1/25/11,05,08,31,46,50,4,4
1/21/11,05,09,21,35,38,20,4
1/18/11,04,27,29,38,45,5,4
1/14/11,02,15,17,33,35,8,
1/11/11,01,04,11,16,45,37,
1/7/11,04,22,42,46,53,20,
1/4/11,04,08,15,25,47,42,
12/31/10,10,12,13,35,56,9,
12/28/10,06,18,36,40,49,7,
12/24/10,15,16,27,40,52,16,
12/21/10,08,11,12,31,32,29,
12/17/10,11,20,26,46,53,12,
12/14/10,18,22,25,31,38,29,
12/10/10,23,27,33,44,46,36,
12/7/10,04,38,45,53,54,9,
12/3/10,06,11,12,18,56,12,
11/30/10,11,16,19,47,53,2,
11/26/10,05,09,34,43,47,8,
11/23/10,02,06,12,34,35,33,
11/19/10,07,14,31,51,54,35,
11/16/10,01,26,27,39,46,21,
11/12/10,09,26,28,35,38,10,
11/9/10,08,26,28,33,53,11,
11/5/10,19,25,34,46,53,15,
11/2/10,01,03,12,16,54,46,
10/29/10,04,19,26,28,39,14,
10/26/10,15,21,30,31,32,26,
10/22/10,02,07,18,32,53,18,
10/19/10,02,09,14,37,42,41,
10/15/10,09,10,13,31,50,10,
10/12/10,10,31,36,37,43,15,
10/8/10,24,29,37,48,50,19,
10/5/10,10,19,24,37,44,27,
10/1/10,03,08,21,28,52,43,
9/28/10,02,10,13,36,38,18,
9/24/10,02,28,38,42,55,25,
9/21/10,03,20,43,47,52,26,
9/17/10,03,04,14,18,27,13,
9/14/10,06,14,50,55,56,1,
9/10/10,11,12,17,21,23,20,
9/7/10,08,18,22,24,38,23,
9/3/10,10,13,20,28,36,9,
8/31/10,10,20,29,47,48,38,
8/27/10,04,10,26,32,41,31,
8/24/10,04,23,24,28,32,31,
8/20/10,04,13,20,29,48,36,
8/17/10,11,19,40,43,44,33,
8/13/10,06,17,24,43,55,36,
8/10/10,02,14,26,50,56,12,
8/6/10,07,13,30,33,54,30,
8/3/10,04,13,20,22,56,32,
7/30/10,11,30,40,48,52,42,
7/27/10,02,07,10,16,29,8,
7/23/10,16,19,39,44,49,26,
7/20/10,12,18,28,36,43,19,
7/16/10,02,15,18,20,39,34,
7/13/10,07,11,14,15,34,14,
7/9/10,01,31,33,34,50,41,
7/6/10,08,18,45,47,50,36,
7/2/10,01,10,12,32,36,25,
6/29/10,03,04,15,27,37,35,
6/25/10,01,02,13,19,27,21,
6/22/10,12,17,21,23,30,24,
6/18/10,11,36,37,41,55,7,
6/15/10,04,12,13,21,27,46,
6/11/10,06,13,33,34,42,25,
6/8/10,12,18,28,48,54,6,
6/4/10,12,13,15,17,50,23,
6/1/10,12,27,44,45,51,30,
5/28/10,03,11,20,29,39,26,
5/25/10,05,14,17,19,24,25,
5/21/10,15,20,23,26,30,17,
5/18/10,11,13,19,37,40,26,
5/14/10,20,21,40,47,56,12,
5/11/10,26,33,43,46,54,9,
5/7/10,02,07,20,34,50,40,
5/4/10,09,21,31,36,43,8,
4/30/10,14,20,41,47,53,40,
4/27/10,23,37,41,50,55,6,
4/23/10,19,26,28,37,52,18,
4/20/10,05,08,10,34,42,25,
4/16/10,10,16,31,48,50,44,
4/13/10,03,12,27,39,47,32,
4/9/10,15,18,39,48,53,3,
4/6/10,16,43,44,52,56,26,
4/2/10,02,17,22,30,31,19,
3/30/10,01,11,24,38,44,41,
3/26/10,23,41,46,47,52,22,
3/23/10,03,25,28,29,40,13,
3/19/10,10,31,45,50,54,25,
3/16/10,03,22,48,52,56,13,
3/12/10,02,15,25,48,53,41,
3/9/10,14,16,18,19,29,16,
3/5/10,11,31,34,44,52,32,
3/2/10,09,12,47,48,56,25,
2/26/10,04,14,29,54,56,40,
2/23/10,04,16,36,40,53,18,
2/19/10,01,22,39,42,46,36,
2/16/10,11,12,21,29,45,5,
2/12/10,14,16,17,33,47,23,
2/9/10,02,17,20,26,48,12,
2/5/10,10,20,45,51,53,41,
2/2/10,06,07,26,27,49,9,
1/29/10,01,10,22,23,38,19,
1/26/10,07,08,38,39,48,22,
1/22/10,08,13,27,28,52,9,
1/19/10,04,05,34,38,41,18,
1/15/10,04,07,19,21,38,29,
1/12/10,05,09,31,37,56,16,
1/8/10,18,20,31,36,43,33,
1/5/10,13,28,39,50,55,10,
1/1/10,06,08,27,40,41,21,
12/29/09,02,05,29,35,51,3,
12/22/09,03,33,35,39,45,13,
12/18/09,10,20,30,44,49,24,
12/15/09,27,31,32,36,47,35,
12/11/09,02,21,27,34,44,45,
12/8/09,20,23,28,30,46,29,
12/4/09,04,33,41,51,56,38,
12/1/09,17,30,39,52,53,21,
11/27/09,12,25,37,39,45,11,
11/24/09,10,11,35,37,50,12,
11/20/09,03,04,07,16,56,39,
11/17/09,08,22,27,49,50,28,
11/13/09,27,43,45,49,54,44,
11/10/09,08,21,29,34,37,15,
11/6/09,07,11,27,40,46,8,
11/3/09,05,18,23,31,38,20,
10/30/09,04,15,17,29,38,20,
10/27/09,07,13,37,46,51,2,
10/23/09,27,45,48,54,56,2,
10/20/09,13,17,25,45,55,8,
10/16/09,10,13,18,33,51,43,
10/13/09,17,31,34,45,51,24,
10/9/09,03,14,21,24,51,14,
10/6/09,09,33,51,53,56,39,
10/2/09,15,24,51,53,55,11,
9/29/09,02,21,25,45,50,21,
9/25/09,07,27,42,49,52,19,
9/22/09,26,29,33,39,46,24,
9/18/09,18,27,31,36,52,33,
9/15/09,29,30,32,35,41,39,
9/11/09,16,27,48,49,54,2,
9/8/09,04,10,18,28,50,35,
9/4/09,02,04,06,21,44,37,
9/1/09,02,09,28,51,53,19,
8/28/09,01,17,31,37,54,31,
8/25/09,03,12,19,22,40,2,
8/21/09,09,38,44,48,49,13,
8/18/09,04,05,26,37,56,25,
8/14/09,08,22,25,33,35,46,
8/11/09,06,12,15,32,42,40,
8/7/09,07,18,35,45,56,3,
8/4/09,01,28,34,42,50,27,
7/31/09,17,35,44,52,56,22,
7/28/09,04,17,24,25,48,34,
7/24/09,03,06,43,51,52,36,
7/21/09,03,08,21,50,52,2,
7/17/09,08,17,40,47,50,13,
7/14/09,20,29,35,45,53,41,
7/10/09,05,10,26,27,28,4,
7/7/09,25,27,35,38,39,28,
7/3/09,05,06,07,11,25,31,
6/30/09,07,34,49,54,55,34,
6/26/09,11,15,17,29,46,16,
6/23/09,12,14,16,31,50,9,
6/19/09,04,09,12,16,46,44,
6/16/09,09,15,21,26,45,25,
6/12/09,06,11,20,32,44,38,
6/9/09,05,17,31,36,56,46,
6/5/09,05,20,38,41,52,20,
6/2/09,09,13,26,30,35,33,
5/29/09,23,30,36,39,48,34,
5/26/09,09,18,21,37,55,33,
5/22/09,03,29,34,42,49,29,
5/19/09,02,04,09,15,42,13,
5/15/09,07,12,24,36,48,27,
5/12/09,04,08,10,14,51,31,
5/8/09,12,27,29,32,34,34,
5/5/09,05,23,38,39,54,3,
5/1/09,09,16,24,40,43,35,
4/28/09,15,20,24,36,44,6,
4/24/09,09,20,21,48,49,7,
4/21/09,05,24,37,47,52,6,
4/17/09,05,13,26,35,45,32,
4/14/09,04,11,22,48,50,42,
4/10/09,18,25,36,42,51,22,
4/7/09,02,04,13,17,36,15,
4/3/09,16,22,38,39,48,42,
3/31/09,14,39,47,48,53,29,
3/27/09,10,15,24,38,50,19,
3/24/09,04,25,34,43,44,45,
3/20/09,15,16,20,39,40,26,
3/17/09,09,15,24,28,31,17,
3/13/09,10,12,26,46,50,23,
3/10/09,02,27,31,39,40,23,
3/6/09,11,18,37,46,55,45,
3/3/09,26,32,35,43,52,10,
2/27/09,24,37,44,50,56,35,
2/24/09,01,27,28,35,40,6,
2/20/09,21,28,41,45,55,24,
2/17/09,01,09,23,27,33,24,
2/13/09,25,36,37,40,51,20,
2/10/09,18,29,38,43,47,7,
2/6/09,02,12,18,28,31,3,
2/3/09,04,15,29,43,56,29,
1/30/09,13,16,19,53,55,2,
1/27/09,03,11,12,14,21,25,
1/23/09,02,17,20,27,28,7,
1/20/09,01,09,10,35,46,9,
1/16/09,02,04,21,39,51,29,
1/13/09,22,25,33,36,48,40,
1/9/09,23,25,30,45,50,8,
1/6/09,03,11,12,19,33,30,
1/2/09,02,11,19,21,34,38,
12/30/08,01,22,29,44,52,39,
12/26/08,06,19,29,33,37,31,
12/23/08,01,08,13,27,41,45,
12/19/08,03,13,16,39,54,32,
12/16/08,10,14,16,29,40,6,
12/12/08,10,16,19,27,48,25,
12/9/08,11,12,26,31,33,27,
12/5/08,21,27,46,52,55,14,
12/2/08,02,17,22,32,51,35,
11/28/08,10,30,44,46,48,44,
11/25/08,02,11,22,51,52,46,
11/21/08,01,22,52,53,56,45,
11/18/08,10,15,22,52,53,12,
11/14/08,03,18,19,30,34,3,
11/11/08,05,27,38,42,55,41,
11/7/08,14,24,32,43,44,21,
11/4/08,10,21,23,41,55,9,
10/31/08,02,07,17,29,47,40,
10/28/08,06,39,45,46,48,36,
10/24/08,05,33,34,47,52,18,
10/21/08,16,19,39,42,44,38,
10/17/08,07,15,27,28,31,35,
10/14/08,14,35,41,42,51,23,
10/10/08,14,15,43,46,48,21,
10/7/08,02,25,35,38,42,34,
10/3/08,13,28,32,41,52,16,
9/30/08,09,30,35,39,49,36,
9/26/08,06,13,14,31,36,36,
9/23/08,09,32,34,43,52,4,
9/19/08,02,09,41,48,51,37,
9/16/08,13,24,39,51,52,44,
9/12/08,01,12,14,25,35,38,
9/9/08,22,23,28,49,52,2,
9/5/08,01,06,15,27,46,39,
9/2/08,14,23,43,44,54,39,
8/29/08,21,25,26,50,51,22,
8/26/08,06,16,24,34,36,30,
8/22/08,12,13,15,41,42,37,
8/19/08,09,18,19,26,40,38,
8/15/08,08,23,29,30,53,7,
8/12/08,02,07,23,38,40,40,
8/8/08,11,17,28,32,50,33,
8/5/08,09,21,36,38,55,13,
8/1/08,09,13,17,18,56,2,
7/29/08,11,13,20,30,42,3,
7/25/08,02,16,19,35,52,17,
7/22/08,02,16,23,29,32,46,
7/18/08,17,29,36,53,55,26,
7/15/08,19,24,34,45,51,40,
7/11/08,05,14,16,39,51,34,
7/8/08,01,20,22,29,41,35,
7/4/08,01,03,12,19,20,28,
7/1/08,01,22,33,43,52,36,
6/27/08,08,14,22,39,50,44,
6/24/08,10,22,36,50,53,39,
6/20/08,11,17,25,36,42,13,
6/17/08,05,14,25,47,49,36,
6/13/08,08,09,14,38,44,36,
6/10/08,03,05,15,43,51,11,
6/6/08,08,09,43,44,54,27,
6/3/08,04,19,24,32,54,5,
5/30/08,39,40,47,53,55,32,
5/27/08,14,24,32,45,49,17,
5/23/08,04,08,11,22,30,4,
5/20/08,02,14,26,32,41,32,
5/16/08,06,11,39,46,47,26,
5/13/08,20,24,27,31,47,15,
5/9/08,16,31,43,46,56,22,
5/6/08,04,21,46,53,54,26,
5/2/08,08,28,37,53,55,26,
4/29/08,19,24,35,44,51,26,
4/25/08,19,32,37,45,52,41,
4/22/08,03,22,31,48,54,9,
4/18/08,24,28,36,50,53,29,
4/15/08,12,13,27,48,50,30,
4/11/08,14,18,27,31,42,7,
4/8/08,08,09,31,37,44,38,
4/4/08,03,05,40,45,49,17,
4/1/08,04,17,26,46,56,25,
3/28/08,07,26,27,40,43,10,
3/25/08,38,42,43,48,53,12,
3/21/08,05,08,17,19,41,21,
3/18/08,13,15,20,25,44,37,
3/14/08,03,12,18,25,52,21,
3/11/08,04,13,35,41,47,44,
3/7/08,19,32,33,41,48,12,
3/4/08,07,15,30,33,56,22,
2/29/08,05,17,22,26,55,38,
2/26/08,09,12,30,36,55,15,
2/22/08,07,12,13,19,22,10,
2/19/08,01,38,42,55,56,34,
2/15/08,07,11,26,30,53,14,
2/12/08,14,27,39,47,50,12,
2/8/08,21,30,43,46,50,18,
2/5/08,04,05,17,40,51,38,
2/1/08,03,14,30,44,56,5,
1/29/08,08,23,39,40,42,24,
1/25/08,05,12,22,38,56,22,
1/22/08,12,15,22,25,33,2,
1/18/08,12,22,33,43,44,15,
1/15/08,21,30,42,44,50,6,
1/11/08,22,36,42,45,55,42,
1/8/08,10,29,45,52,54,10,
1/4/08,24,31,39,40,56,32,
1/1/08,13,16,25,30,54,11,
12/28/07,02,19,22,28,54,25,
12/21/07,14,19,20,43,53,7,
12/18/07,03,23,46,48,49,2,
12/14/07,04,07,12,17,30,44,
12/11/07,06,25,27,30,45,46,
12/7/07,12,18,26,28,51,35,
12/4/07,16,27,30,45,53,43,
11/30/07,05,06,12,26,51,7,
11/27/07,09,10,26,29,39,10,
11/23/07,18,21,33,42,56,11,
11/20/07,14,20,23,42,43,6,
11/16/07,12,13,30,31,39,29,
11/13/07,15,26,36,39,40,45,
11/9/07,11,33,41,42,46,21,
11/6/07,03,17,43,46,47,2,
11/2/07,01,03,34,49,52,19,
10/30/07,02,08,44,46,51,22,
10/26/07,12,20,24,38,51,3,
10/23/07,02,07,45,52,53,18,
10/19/07,05,15,18,23,46,14,
10/16/07,01,02,05,41,44,25,
10/12/07,21,26,34,44,54,23,
10/9/07,01,10,17,32,51,44,
10/5/07,10,19,37,40,48,1,
10/2/07,28,37,40,43,44,20,
9/28/07,04,13,20,25,33,42,
9/25/07,02,19,23,47,54,16,
9/21/07,05,21,23,33,45,43,
9/18/07,20,24,31,34,49,8,
9/14/07,05,09,12,33,40,27,
9/11/07,09,10,17,21,35,6,
9/7/07,14,19,27,34,48,3,
9/4/07,03,06,11,42,46,38,
8/31/07,08,18,22,40,44,11,
8/28/07,37,40,48,53,56,44,
8/24/07,04,21,46,51,53,5,
8/21/07,08,38,54,55,56,2,
8/17/07,02,08,33,38,53,12,
8/14/07,05,08,09,24,34,17,
8/10/07,10,20,32,33,54,39,
8/7/07,36,41,50,55,56,9,
8/3/07,16,29,42,46,51,40,
7/31/07,05,18,37,39,43,42,
7/27/07,07,12,35,54,55,2,
7/24/07,08,17,20,23,50,17,
7/20/07,06,13,30,41,52,26,
7/17/07,16,30,38,46,51,5,
7/13/07,07,39,41,48,53,21,
7/10/07,19,24,30,34,56,19,
7/6/07,03,09,12,25,47,37,
7/3/07,21,35,37,39,40,35,
6/29/07,01,17,40,51,52,7,
6/26/07,04,10,20,29,45,21,
6/22/07,11,14,21,24,31,23,
6/19/07,05,16,31,49,54,19,
6/15/07,01,05,16,26,30,21,
6/12/07,03,13,19,31,50,21,
6/8/07,06,26,29,31,39,31,
6/5/07,27,35,38,49,56,15,
6/1/07,12,19,29,32,48,9,
5/29/07,02,24,44,51,54,7,
5/25/07,10,14,22,42,43,1,
5/22/07,02,07,11,22,36,35,
5/18/07,13,23,24,30,44,5,
5/15/07,06,13,42,46,56,42,
5/11/07,28,30,33,48,54,25,
5/8/07,16,24,41,43,54,36,
5/4/07,04,09,20,45,55,34,
5/1/07,11,16,31,52,53,42,
4/27/07,05,07,26,38,56,15,
4/24/07,08,10,35,36,43,14,
4/20/07,01,09,10,23,53,40,
4/17/07,01,04,11,31,47,37,
4/13/07,11,14,21,25,26,33,
4/10/07,07,15,16,19,28,10,
4/6/07,24,32,34,36,39,6,
4/3/07,16,26,33,34,46,38,
3/30/07,15,23,37,48,53,22,
3/27/07,18,25,34,35,42,6,
3/23/07,18,21,35,51,53,36,
3/20/07,07,21,46,49,55,15,
3/16/07,17,25,36,40,43,9,
3/13/07,07,11,16,38,49,35,
3/9/07,10,13,25,42,43,30,
3/6/07,16,22,29,39,42,20,
3/2/07,14,21,33,35,51,43,
2/27/07,18,31,44,45,48,18,
2/23/07,03,18,21,38,50,43,
2/20/07,01,09,26,46,51,11,
2/16/07,17,35,40,46,48,41,
2/13/07,03,09,24,29,41,41,
2/9/07,32,39,46,48,49,41,
2/6/07,16,21,35,36,46,38,
2/2/07,22,33,35,40,53,15,
1/30/07,14,18,44,52,56,25,
1/26/07,16,17,36,49,54,14,
1/23/07,03,05,15,26,53,35,
1/19/07,04,28,30,31,35,17,
1/16/07,04,08,15,33,52,10,
1/12/07,12,14,26,40,42,22,
1/9/07,07,11,26,38,54,13,
1/5/07,02,12,44,46,51,6,
1/2/07,09,10,38,51,53,1,
12/29/06,03,04,10,39,50,29,
12/26/06,07,12,25,44,53,3,
12/22/06,05,12,15,25,34,43,
12/19/06,09,32,37,42,48,7,
12/15/06,06,07,17,28,40,39,
12/12/06,20,30,31,35,49,23,
12/8/06,01,15,29,32,45,8,
12/5/06,06,09,13,43,46,45,
12/1/06,16,22,23,37,53,35,
11/28/06,07,14,24,41,56,7,
11/24/06,14,35,40,47,48,35,
11/21/06,07,13,20,42,47,9,
11/17/06,05,19,25,30,50,42,
11/14/06,09,20,24,25,36,23,
11/10/06,11,42,52,53,55,28,
11/7/06,13,22,33,51,52,42,
11/3/06,08,10,22,25,55,22,
10/31/06,05,34,40,45,46,21,
10/27/06,15,22,26,30,32,31,
10/24/06,05,25,41,48,51,35,
10/20/06,09,13,23,29,54,34,
10/17/06,06,18,20,28,38,37,
10/13/06,24,27,42,47,50,8,
10/10/06,14,30,35,40,43,2,
10/6/06,01,11,20,21,46,18,
10/3/06,06,19,32,33,40,39,
9/29/06,03,25,43,45,55,40,
9/26/06,03,06,38,42,45,30,
9/22/06,07,12,17,22,43,16,
9/19/06,02,19,44,45,56,43,
9/15/06,06,26,33,39,55,1,
9/12/06,03,16,25,30,44,42,
9/8/06,09,17,34,52,53,2,
9/5/06,01,32,36,42,53,4,
9/1/06,05,06,51,53,55,12,
8/29/06,15,25,37,38,52,4,
8/25/06,17,24,35,46,54,33,
8/22/06,03,04,05,07,36,16,
8/18/06,05,12,13,46,50,10,
8/15/06,10,12,22,44,48,16,
8/11/06,14,16,38,40,49,29,
8/8/06,01,05,13,18,33,30,
8/4/06,02,24,31,50,55,44,
8/1/06,14,29,32,43,49,14,
7/28/06,02,13,23,32,35,4,
7/25/06,07,21,24,41,51,10,
7/21/06,18,26,35,36,43,24,
7/18/06,12,13,29,49,52,20,
7/14/06,13,25,26,28,56,39,
7/11/06,05,14,34,36,52,42,
7/7/06,07,15,27,46,56,39,
7/4/06,09,15,31,42,45,41,
6/30/06,20,40,46,48,54,27,
6/27/06,02,14,20,29,44,32,
6/23/06,13,17,24,34,56,24,
6/20/06,11,21,37,53,54,12,
6/16/06,27,30,36,38,45,13,
6/13/06,01,20,23,24,33,29,
6/9/06,08,17,18,26,47,37,
6/6/06,05,29,35,52,53,9,
6/2/06,03,10,18,36,38,41,
5/30/06,02,13,28,34,45,36,
5/26/06,12,14,20,47,48,24,
5/23/06,17,21,28,48,54,1,
5/19/06,05,12,31,51,56,1,
5/16/06,07,24,40,48,50,15,
5/12/06,06,36,39,45,52,45,
5/9/06,07,15,24,43,44,22,
5/5/06,08,20,39,53,55,10,
5/2/06,07,11,22,27,31,33,
4/28/06,16,29,32,36,55,12,
4/25/06,01,20,32,37,39,9,
4/21/06,02,04,07,27,41,4,
4/18/06,13,14,25,34,50,6,
4/14/06,08,10,18,29,33,10,
4/11/06,02,12,45,46,56,20,
4/7/06,01,18,31,46,52,37,
4/4/06,09,25,48,51,56,7,
3/31/06,04,07,19,50,52,15,
3/28/06,14,18,35,39,49,14,
3/24/06,01,02,17,47,49,19,
3/21/06,04,16,17,28,31,8,
3/17/06,08,11,23,48,52,5,
3/14/06,27,28,30,42,50,22,
3/10/06,04,17,18,51,54,31,
3/7/06,15,27,36,38,42,32,
3/3/06,25,29,38,39,46,4,
2/28/06,02,04,35,36,48,22,
2/24/06,03,05,12,16,34,27,
2/21/06,14,23,27,36,45,36,
2/17/06,16,25,31,43,46,28,
2/14/06,27,36,43,49,54,33,
2/10/06,24,39,40,43,46,2,
2/7/06,02,16,25,30,48,26,
2/3/06,29,31,32,41,52,42,
1/31/06,01,35,53,54,56,44,
1/27/06,02,07,08,18,29,46,
1/24/06,31,34,36,51,55,4,
1/20/06,18,22,28,44,53,46,
1/17/06,24,32,37,39,40,44,
1/13/06,05,21,27,44,53,36,
1/10/06,07,27,32,37,38,30,
1/6/06,08,11,28,37,53,12,
1/3/06,15,19,20,32,38,21,
12/30/05,14,20,25,40,44,37,
12/27/05,11,24,27,49,55,23,
12/23/05,10,37,39,49,54,8,
12/20/05,06,20,23,40,56,36,
12/16/05,14,25,26,31,56,17,
12/13/05,09,10,12,22,41,4,
12/9/05,14,15,31,32,43,20,
12/6/05,06,10,26,30,33,16,
12/2/05,03,12,21,38,44,45,
11/29/05,07,08,47,51,52,5,
11/25/05,05,25,31,33,34,41,
11/22/05,09,22,37,41,43,30,
11/18/05,08,18,21,42,46,11,
11/15/05,02,04,05,40,48,7,
11/11/05,09,14,34,50,51,40,
11/8/05,08,16,21,25,27,16,
11/4/05,07,09,41,53,54,38,
11/1/05,05,18,21,28,36,20,
10/28/05,08,17,25,28,53,1,
10/25/05,07,12,18,31,55,30,
10/21/05,11,17,28,29,36,42,
10/18/05,03,12,16,32,33,15,
10/14/05,06,20,24,25,34,44,
10/11/05,24,30,42,53,54,20,
10/7/05,02,04,23,27,36,37,
10/4/05,12,24,28,29,36,41,
9/30/05,01,03,14,30,52,10,
9/27/05,14,17,26,27,28,5,
9/23/05,06,07,20,41,51,38,
9/20/05,35,36,40,42,52,45,
9/16/05,05,16,41,46,50,1,
9/13/05,13,24,44,48,52,30,
9/9/05,15,28,43,51,52,11,
9/6/05,01,08,27,31,50,40,
9/2/05,01,04,14,45,53,33,
8/30/05,19,32,42,49,56,29,
8/26/05,05,20,38,47,54,35,
8/23/05,06,07,08,13,40,12,
8/19/05,02,13,18,36,46,36,
8/16/05,09,15,20,24,55,3,
8/12/05,08,37,38,45,54,21,
8/9/05,13,35,36,43,52,5,
8/5/05,03,05,48,50,53,4,
8/2/05,17,22,39,50,52,46,
7/29/05,04,16,23,25,40,22,
7/26/05,01,10,18,29,55,8,
7/22/05,07,18,27,35,54,34,
7/19/05,07,13,48,51,54,11,
7/15/05,09,13,25,36,48,2,
7/12/05,05,17,32,39,53,36,
7/8/05,09,23,45,48,50,3,
7/5/05,22,38,48,50,55,29,
7/1/05,14,25,41,42,50,40,
6/28/05,02,20,37,43,46,4,
6/24/05,14,43,44,50,56,7,
6/21/05,09,13,40,46,50,30,
6/17/05,16,35,40,49,50,34,
6/14/05,01,10,29,48,49,36,
6/10/05,14,29,31,37,50,34,
6/7/05,07,14,28,46,47,25,
6/3/05,04,06,14,28,47,42,
5/31/05,05,13,22,37,38,11,
5/27/05,07,17,22,34,50,24,
5/24/05,09,28,39,40,45,24,
5/20/05,03,06,27,40,44,9,
5/17/05,07,09,10,29,44,17,
5/13/05,21,23,27,33,39,8,
5/10/05,11,25,38,40,42,40,
5/6/05,07,12,25,50,51,19,
5/3/05,07,17,42,46,52,47,
4/29/05,02,05,07,28,46,21,
4/26/05,18,22,33,34,42,16,
4/22/05,23,25,43,46,49,26,
4/19/05,05,06,14,42,47,3,
4/15/05,25,26,37,39,49,29,
4/12/05,15,20,43,47,50,24,
4/8/05,05,13,17,33,35,35,
4/5/05,04,19,45,51,52,22,
4/1/05,11,19,28,32,45,10,
3/29/05,07,17,18,30,42,38,
3/25/05,11,18,19,45,49,2,
3/22/05,06,11,27,37,43,34,
3/18/05,02,09,28,29,48,33,
3/15/05,14,26,27,34,44,27,
3/11/05,18,19,31,35,36,17,
3/8/05,08,14,15,22,31,13,
3/4/05,07,10,13,35,39,21,
3/1/05,01,08,18,39,48,1,
2/25/05,04,13,37,38,50,24,
2/22/05,15,18,28,41,45,27,
2/18/05,01,19,31,35,42,34,
2/15/05,03,16,20,21,38,10,
2/11/05,06,14,21,24,50,28,
2/8/05,08,11,14,23,25,21,
2/4/05,03,12,14,30,52,34,
2/1/05,03,17,21,42,44,35,
1/28/05,25,31,39,47,52,43,
1/25/05,02,10,21,25,45,22,
1/21/05,17,27,39,40,41,21,
1/18/05,10,23,28,39,51,5,
1/14/05,15,19,24,40,47,50,
1/11/05,02,23,24,35,45,18,
1/7/05,02,08,14,15,51,38,
1/4/05,03,06,07,12,32,30,
12/31/04,10,14,45,47,51,20,
12/28/04,18,29,32,38,43,50,
12/24/04,09,20,22,41,42,10,
12/21/04,07,22,27,31,38,12,
12/17/04,16,34,38,42,47,1,
12/14/04,14,27,32,34,40,2,
12/10/04,22,23,37,42,47,15,
12/7/04,01,19,22,32,49,29,
12/3/04,12,32,37,41,52,13,
11/30/04,10,20,22,28,52,4,
11/26/04,07,09,18,37,43,34,
11/23/04,08,30,32,35,51,17,
11/19/04,01,12,24,36,51,38,
11/16/04,09,10,27,28,30,18,
11/12/04,05,31,33,35,51,1,
11/9/04,11,20,26,28,52,7,
11/5/04,03,29,30,41,43,1,
11/2/04,24,32,42,49,50,3,
10/29/04,10,18,26,31,41,48,
10/26/04,14,25,39,43,49,27,
10/22/04,03,07,20,24,43,36,
10/19/04,06,13,19,34,50,33,
10/15/04,04,08,24,30,36,25,
10/12/04,04,18,19,39,51,13,
10/8/04,16,17,21,33,41,6,
10/5/04,08,34,39,48,49,47,
10/1/04,08,10,17,24,39,52,
9/28/04,01,18,39,42,50,35,
9/24/04,11,26,30,49,50,52,
9/21/04,01,03,15,19,29,39,
9/17/04,03,16,25,38,49,4,
9/14/04,12,35,37,38,50,49,
9/10/04,11,17,27,45,52,5,
9/7/04,13,30,36,38,51,35,
9/3/04,04,14,34,38,44,10,
8/31/04,14,15,25,42,44,3,
8/27/04,05,25,38,46,47,14,
8/24/04,02,05,21,47,50,46,
8/20/04,12,17,34,37,39,34,
8/17/04,22,23,26,28,36,10,
8/13/04,14,31,41,45,48,20,
8/10/04,18,25,29,31,44,33,
8/6/04,04,23,33,38,49,7,
8/3/04,01,02,13,16,22,31,
7/30/04,16,19,21,34,35,22,
7/27/04,08,10,11,13,24,46,
7/23/04,05,12,25,35,37,12,
7/20/04,06,15,21,32,44,13,
7/16/04,03,21,22,35,44,7,
7/13/04,13,31,37,39,52,38,
7/9/04,11,23,25,29,45,16,
7/6/04,06,07,08,31,48,19,
7/2/04,10,25,38,39,50,12,
6/29/04,10,13,19,28,38,1,
6/25/04,18,19,29,32,42,32,
6/22/04,09,10,17,41,52,19,
6/18/04,07,10,11,15,51,23,
6/15/04,18,23,27,29,44,24,
6/11/04,12,28,36,39,52,36,
6/8/04,17,24,29,37,45,43,
6/4/04,04,16,18,41,47,46,
6/1/04,07,16,17,26,48,15,
5/28/04,13,27,36,39,51,33,
5/25/04,05,18,34,36,39,43,
5/21/04,04,20,27,38,49,31,
5/18/04,02,36,44,46,51,45,
5/14/04,10,19,32,36,46,6,
5/11/04,09,25,30,34,37,30,
5/7/04,14,17,19,44,50,17,
5/4/04,03,15,29,37,39,40,
4/30/04,15,21,32,39,50,34,
4/27/04,01,10,17,23,35,45,
4/23/04,08,22,25,47,48,27,
4/20/04,12,22,37,46,48,49,
4/16/04,06,24,29,42,51,41,
4/13/04,13,36,39,50,51,34,
4/9/04,02,08,10,11,23,40,
4/6/04,08,17,29,32,39,49,
4/2/04,08,17,25,46,47,13,
3/30/04,03,27,31,41,45,33,
3/26/04,08,10,17,37,49,20,
3/23/04,12,22,35,39,46,32,
3/19/04,06,09,14,32,50,4,
3/16/04,03,28,45,49,51,52,
3/12/04,04,29,32,35,36,11,
3/9/04,16,23,29,36,51,49,
3/5/04,30,40,47,49,52,3,
3/2/04,25,30,35,40,50,4,
2/27/04,02,09,24,36,52,44,
2/24/04,06,11,43,49,52,21,
2/20/04,01,13,20,21,30,24,
2/17/04,02,08,34,36,52,21,
2/13/04,14,30,42,43,45,30,
2/10/04,03,07,10,22,32,23,
2/6/04,01,06,16,30,49,13,
2/3/04,09,21,26,35,41,17,
1/30/04,17,28,30,40,51,44,
1/27/04,06,10,20,38,50,27,
1/23/04,10,18,33,46,51,13,
1/20/04,05,07,14,21,45,36,
1/16/04,12,26,41,44,49,44,
1/13/04,03,17,18,21,45,21,
